"","statenum","state","legyear","X","percent5","Rperc","marginshift","rmarginshift","minwage","standmin","marginshift.10","rmarginshift.10","tax","standtax","standtaxlag1","indtax","taxdrop","labor","gverif","policy","landuse","occ","ocourts2","Frtp","frps","frent","findex","knpindex","kpacs","nlabel","nprice","nunfair","banstate","bancorp","bancorpunion","deepsouth","postcit","datayearlag2","datayarlag1","gdplag2","changegdp2","gdplag1","changegdp1","house","sen","dwnom","dwnomfull","unionmem","unemploylag1","firmslag","datayeardef","deficitlag1","tax09","tax08","tax07","tax06","tax05","tax04","tax03","tax02","tax01","tax00","indtaxrev","standintax"
"15",1,"AL",2017,76,NA,NA,NA,NA,NA,NA,NA,NA,-6.5,0.458333333,0.458333333,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,2015,2016,32164,15.84690959,37261,NA,0.781,0.976,0.8785,0.8785,153,5.5,632,2016,-290845.9751,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.583333333,0.583333333,0.583333333,0.583333333,-5,0.62406015037594
"16",2,"AR",2003,100,6.785714286,26.42857143,0.777399631,0.777399631,5.15,0.702898551,1,1,-6.5,0.458333333,0.458333333,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2001,2002,34965,0.517660518,35146,-1.35150515,0.224,0.159,0.1915,0.1915,50,6.8,2730,2002,-278863.7317,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,-7,0.473684210526316
"17",2,"AR",2004,101,6.785714286,26.42857143,0.777399631,0.777399631,5.15,0.702898551,1,1,-6.5,0.458333333,0.458333333,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2002,2003,35146,-1.35150515,34671,-2.405468547,0.224,0.159,0.1915,0.1915,51,7.7,2740,2003,-259600.2991,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,-7,0.473684210526316
"18",2,"AR",2005,102,7.316017316,25.56998557,0.999740209,0.999740209,5.15,0.702898551,1,1,-6.5,0.458333333,0.458333333,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2003,2004,34671,-2.405468547,33837,3.30998611,0.322,0.169,0.2455,0.2455,54,7.7,2748,2004,-1053418.899,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,-7,0.473684210526316
"19",2,"AR",2006,103,7.316017316,25.56998557,0.999740209,0.999740209,5.15,0.702898551,1,1,-6.5,0.458333333,0.458333333,7,0,0.880142157,0,0.2312518,0.505387158,0.291666667,0.5232682,0,0,0,0,0.5,0.5,0,-1,-1,0,0,0,0,0,2004,2005,33837,3.30998611,34957,0.70944303,0.322,0.169,0.2455,0.2455,58,7.1,2799,2005,-975450.7755,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,-7,0.473684210526316
"20",2,"AR",2007,104,4.428571429,23.92857143,1,1,6.25,0.543478261,1,1,-6.5,0.458333333,0.458333333,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2005,2006,34957,0.70944303,35205,1.698622355,0.305,0.169,0.237,0.237,62,6.9,2911,2006,-1046903.703,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,-7,0.473684210526316
"21",2,"AR",2008,105,4.428571429,23.92857143,1,1,6.55,0.5,1,1,-6.5,0.458333333,0.458333333,7,0,0.880142157,0,0.232738792,0.505387158,0.291666667,0.6888936,0,0,0,0,0.5,0.5,0,-1,-1,0,0,0,0,0,2006,2007,35205,1.698622355,35803,-0.430131553,0.305,0.169,0.237,0.237,68,6.3,2974,2007,-893874.588,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,-7,0.473684210526316
"22",2,"AR",2009,106,1.5,25.42857143,1,1,7.25,0.398550725,1,1,-6.5,0.458333333,0.458333333,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2007,2008,35803,-0.430131553,35649,-2.000056103,NA,NA,NA,0.237,47,6.5,3020,2008,-414209.8993,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,-7,0.473684210526316
"23",2,"AR",2010,107,1.5,25.42857143,1,1,7.25,0.398550725,1,1,-6.5,0.458333333,0.458333333,7,0,0.880142157,0,0.264687723,0.505387158,0.375,0.3872758,0,0,0,0,0.5,0.5,0,-1,-1,0,0,0,0,1,2008,2009,35649,-2.000056103,34936,-3.600870163,NA,NA,NA,0.237,44,7.1,2963,2009,192001.6669,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,-7,0.473684210526316
"24",2,"AR",2011,108,2.5,43.92857143,0.576140657,0.576140657,7.25,0.398550725,1,1,-6.5,0.458333333,0.458333333,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,2009,2010,34936,-3.600870163,33678,-3.456262248,0.413,0.356,0.3845,0.3845,47,8,2943,2010,-61020.98366,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,-7,0.473684210526316
"25",2,"AR",2012,109,2.5,43.92857143,0.576140657,0.576140657,7.25,0.398550725,1,1,-6.5,0.458333333,0.458333333,7,0,0.880142157,0,0.337445227,0.505387158,0.375,0.7708525,0,0,0,0,0.5,0.5,0,-1,-1,0,0,0,0,1,2010,2011,33678,-3.456262248,32514,-2.549670911,0.411,0.356,0.3835,0.3835,37,7.8,2957,2011,-387232.3124,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,-7,0.473684210526316
"26",2,"AR",2013,110,12.07142857,55.5,0.0653802,-0.0653802,7.25,0.398550725,1,1,-6.5,0.458333333,0.458333333,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,2011,2012,32514,-2.549670911,31685,0.470254063,0.727,0.81,0.7685,0.7685,38,7.4,2948,2012,-249059.2666,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,-7,0.473684210526316
"27",2,"AR",2014,111,12.07142857,55.5,0.0653802,-0.0653802,7.25,0.398550725,1,1,-6.5,0.458333333,0.458333333,7,0,0.862594515,0,0.477214456,0.505387158,0.375,0.8980245,0,0,0,0,0.5,0.5,0,-1,-1,0,0,0,0,1,2012,2013,31685,0.470254063,31834,0.135075705,0.727,0.816,0.7715,0.7715,52,6.9,3042,2013,-285242.4967,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,-7,0.473684210526316
"28",2,"AR",2015,112,8.214285715,66.78571429,0.160534304,-0.160534304,7.5,0.362318841,1,1,-6.5,0.458333333,0.458333333,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,2013,2014,31834,0.135075705,31877,-4.278947203,0.727,0.816,0.7715,0.7715,58,7,3113,2014,1175450.208,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,-7,0.473684210526316
"29",2,"AR",2016,113,NA,NA,NA,NA,8,0.289855072,1,1,-6.5,0.458333333,0.458333333,6.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,2014,2015,31877,-4.278947203,30513,19.18854259,0.727,0.816,0.7715,0.7715,47,6.4,3176,2015,-771659.4815,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,-6.9,0.481203007518797
"30",2,"AR",2017,114,NA,NA,NA,NA,NA,NA,NA,NA,-6.5,0.458333333,0.458333333,6.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,2015,2016,30513,19.18854259,36368,NA,0.727,0.816,0.7715,0.7715,47,6.5,3176,2016,-741374,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,0.458333333,-6.9,0.481203007518797
"31",3,"CA",2003,176,5.625,38.75,0.222312458,0.222312458,6.75,0.471014493,0.319657842,0.319657842,-8.84,0.263333333,0.263333333,9.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2001,2002,52974,-1.65175369,52099,-0.437628361,-1.287,-1.138,-1.2125,-1.2125,2414,6.5,5503,2002,17459553.07,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,-9.3,0.300751879699248
"32",3,"CA",2004,177,5.625,38.75,0.222312458,0.222312458,6.75,0.471014493,0.319657842,0.319657842,-8.84,0.263333333,0.263333333,9.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2002,2003,52099,-0.437628361,51871,-0.266044611,-1.287,-1.138,-1.2125,-1.2125,2385,6.8,5501,2003,25895745.49,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,-9.3,0.300751879699248
"33",3,"CA",2005,178,3.75,38.75,0.235596772,0.235596772,6.75,0.471014493,0.319657842,0.319657842,-8.84,0.263333333,0.263333333,9.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2003,2004,51871,-0.266044611,51733,5.259698838,-1.251,-1.181,-1.216,-1.216,2424,6.5,5447,2004,10581391.37,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,-9.3,0.300751879699248
"34",3,"CA",2006,179,3.75,38.75,0.235596772,0.235596772,6.75,0.471014493,0.319657842,0.319657842,-8.84,0.263333333,0.263333333,10.3,0,0,0,0.282890172,0.189384509,0.25,-0.2016282,0,-7.5,-1,1,0,1,-1,-1,-1,0,0,0,0,0,2004,2005,51733,5.259698838,54454,1.285488669,-1.251,-1.181,-1.216,-1.216,2273,5.7,5568,2005,-4984445.831,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,-10.3,0.225563909774436
"35",3,"CA",2007,180,3.75,38.75,0.262918465,0.262918465,7.5,0.362318841,0.319657842,0.319657842,-8.84,0.263333333,0.263333333,10.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2005,2006,54454,1.285488669,55154,-0.565688799,-1.39,-1.122,-1.256,-1.256,2474,5,5660,2006,-5047933.859,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,-10.3,0.225563909774436
"36",3,"CA",2008,181,3.75,38.75,0.262918465,0.262918465,8,0.289855072,0.319657842,0.319657842,-8.84,0.263333333,0.263333333,10.3,0,0.056285206,0,0.285053218,0.203123755,0.25,-0.3896109,0,-7.5,-1,1.25,0,1,-1,-1,-1,0,0,0,0,0,2006,2007,55154,-0.565688799,54842,-2.77524525,-1.39,-1.122,-1.256,-1.256,2740,5,5811,2007,1400721.846,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,-10.3,0.225563909774436
"37",3,"CA",2009,182,6.25,36.875,0.319657842,0.319657842,8,0.289855072,0.319657842,0.319657842,-8.84,0.263333333,0.263333333,10.55,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2007,2008,54842,-2.77524525,53320,-3.375843961,-1.418,-1.132,-1.275,-1.275,2453,6.1,5820,2008,13328377.02,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,-10.55,0.206766917293233
"38",3,"CA",2010,183,6.25,36.875,0.319657842,0.319657842,8,0.289855072,0.319657842,0.319657842,-8.84,0.263333333,0.263333333,10.55,0,0.054850984,0,0.356817475,0.203123755,0.416666667,-0.116665,0,-7.5,-1,1.25,0,1,-1,-1,-1,0,0,0,0,1,2008,2009,53320,-3.375843961,51520,-3.91886646,-1.416,-1.202,-1.309,-1.309,2431,9.8,5603,2009,25522686.19,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,-10.55,0.206766917293233
"39",3,"CA",2011,184,3.125,36.25,0.255469937,0.255469937,8,0.289855072,0.319657842,0.319657842,-8.84,0.263333333,0.263333333,10.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,2009,2010,51520,-3.91886646,49501,-3.27468132,-1.42,-1.332,-1.376,-1.376,2379,12.1,5501,2010,18019529.39,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,-10.3,0.225563909774436
"40",3,"CA",2012,185,3.125,36.25,0.255469937,0.255469937,8,0.289855072,0.319657842,0.319657842,-8.84,0.263333333,0.263333333,10.3,0,0.060024247,0,0.359257732,0.203123755,0.416666667,0.1551378,0,-7.5,-1,1.25,0,1,-1,-1,-1,0,0,0,0,1,2010,2011,49501,-3.27468132,47880,-1.386800334,-1.42,-1.332,-1.376,-1.376,2489,12,5569,2011,3467248.848,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,-10.3,0.225563909774436
"41",3,"CA",2013,186,9.375,29.375,0.195306449,0.195306449,8,0.289855072,0.319657842,0.319657842,-8.84,0.263333333,0.263333333,13.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,2011,2012,47880,-1.386800334,47216,2.13275161,-1.218,-1.37,-1.294,-1.294,2430,10.9,5660,2012,7130695.323,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,-13.3,0
"42",3,"CA",2014,187,9.375,29.375,0.195306449,0.195306449,9,0.144927536,0.319657842,0.319657842,-8.84,0.263333333,0.263333333,13.3,0,0.009318528,0,0.430420501,0.230602246,0.416666667,0.3610883,0,-2.5,-1,1.25,0,1,-1,-1,-1,0,0,0,0,1,2012,2013,47216,2.13275161,48223,-5.561661448,-1.189,-1.395,-1.292,-1.292,2472,9.5,5802,2013,-10309992.42,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,-13.3,0
"43",3,"CA",2015,188,6.25,35.625,0.127899359,0.127899359,9,0.144927536,0.319657842,0.319657842,-8.84,0.263333333,0.263333333,13.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,2013,2014,48223,-5.561661448,45541,-5.364396917,-1.189,-1.395,-1.292,-1.292,2486,8.1,5925,2014,-9923970.66,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,-13.3,0
"44",3,"CA",2016,189,NA,NA,NA,NA,10,0,0.319657842,0.319657842,-8.84,0.263333333,0.263333333,13.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,2014,2015,45541,-5.364396917,43098,36.01327208,-1.189,-1.395,-1.292,-1.292,2551,6.8,6060,2015,-15994812.03,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,-13.3,0
"45",3,"CA",2017,190,NA,NA,NA,NA,NA,NA,NA,NA,-8.84,0.263333333,0.263333333,13.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,2015,2016,43098,36.01327208,58619,NA,-1.189,-1.395,-1.292,-1.292,2551,5.7,6060,2016,-10626968,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,0.263333333,-13.3,0
"46",4,"DE",2003,290,4.819976771,54.41347271,0.215238881,-0.019097402,6.15,0.557971014,0.206885728,0.206885728,-8.7,0.275,0.275,5.95,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2001,2002,62174,2.603982372,63793,-1.498597025,0,-0.25,-0.125,-0.125,42,3.9,1429,2002,-163817.7687,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,-5.95,0.552631578947368
"47",4,"DE",2004,291,4.819976771,54.41347271,0.215238881,-0.019097402,6.15,0.557971014,0.206885728,0.206885728,-8.7,0.275,0.275,5.95,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2002,2003,63793,-1.498597025,62837,2.348934545,0,-0.25,-0.125,-0.125,46,4.2,1423,2003,-64333.24086,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,-5.95,0.552631578947368
"48",4,"DE",2005,292,7.200929152,50.75493613,0.190439706,0.00253827,6.15,0.557971014,0.206885728,0.206885728,-8.7,0.275,0.275,5.95,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2003,2004,62837,2.348934545,64313,-2.764604357,-0.024,-0.25,-0.137,-0.137,46,3.9,1398,2004,-414294.5159,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,-5.95,0.552631578947368
"49",4,"DE",2006,293,7.200929152,50.75493613,0.190439706,0.00253827,6.15,0.557971014,0.206885728,0.206885728,-8.7,0.275,0.275,5.95,0,0.395324212,0,0.585105118,0.667510256,0.5,0.0050339,1,-3,0,1,0,1,0,0,0,0,0,0,0,0,2004,2005,64313,-2.764604357,62535,6.090989046,-0.024,-0.25,-0.137,-0.137,43,4,1369,2005,-308267.8619,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,-5.95,0.552631578947368
"50",4,"DE",2007,294,6.039488967,47.09639954,0.168597876,0.078424465,6.65,0.485507246,0.206885728,0.206885728,-8.7,0.275,0.275,5.95,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2005,2006,62535,6.090989046,66344,2.280537803,-0.147,-0.318,-0.2325,-0.2325,47,4,1368,2006,-363911.9398,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,-5.95,0.552631578947368
